Id,Age,Income,Home,Emp_length,Intent,Amount,Rate,Status,Percent_income,PREVIOUS LOANS,Cred_length,DATE
585,23,20000,MORTGAGE,2,MEDICAL,6400,10.65,0,32.00%,N,4,31-07-2024
586,25,38556,RENT,9,PERSONAL,20000,11.22,1,52.00%,Y,4,16-03-2023
587,23,32900,RENT,1,EDUCATION,20000,16,1,61.00%,N,2,10-03-2024
588,25,34000,RENT,10,HOMEIMPROVEMENT,20000,8.88,1,59.00%,N,4,13-04-2023
589,24,40000,RENT,4,PERSONAL,20000,12.53,1,50.00%,N,3,02-02-2025
590,21,36000,RENT,5,MEDICAL,20000,,1,56.00%,Y,2,07-01-2025
591,26,20000,MORTGAGE,5,MEDICAL,4800,5.99,0,24.00%,N,3,16-03-2025
592,25,42000,RENT,2,EDUCATION,20000,13.47,1,48.00%,N,4,08-04-2023
593,22,42224,RENT,7,VENTURE,20000,6.99,1,47.00%,N,4,08-03-2025
594,25,20000,OWN,0,PERSONAL,5650,15.99,0,28.00%,Y,2,08-05-2025
595,23,20000,MORTGAGE,7,EDUCATION,3625,,0,18.00%,Y,3,10-03-2024
596,22,37212,RENT,6,DEBTCONSOLIDATION,20000,16.69,1,54.00%,N,3,22-03-2024
597,25,38000,RENT,9,MEDICAL,20000,11.11,1,53.00%,N,4,06-09-2023
598,22,45000,RENT,0,EDUCATION,20000,7.9,1,44.00%,N,4,15-06-2023
599,23,45000,RENT,4,PERSONAL,20000,10.25,1,44.00%,N,2,10-09-2025
600,24,45000,RENT,8,MEDICAL,20000,,1,44.00%,N,2,16-10-2025
601,23,20000,OWN,7,MEDICAL,1200,7.49,0,6.00%,N,3,25-06-2024
602,22,45000,RENT,1,DEBTCONSOLIDATION,20000,13.92,1,44.00%,Y,3,28-01-2025
603,24,39000,RENT,5,MEDICAL,20000,14.74,1,51.00%,N,2,22-03-2023
604,24,46500,RENT,5,EDUCATION,20000,10.62,1,43.00%,N,2,13-05-2023
605,22,48000,RENT,7,VENTURE,20000,10.65,1,42.00%,N,3,07-03-2025
606,22,42000,RENT,1,PERSONAL,20000,12.99,1,48.00%,N,3,18-06-2025
607,22,48500,RENT,1,VENTURE,20000,11.36,1,41.00%,N,4,18-05-2023
608,22,20000,OWN,3,EDUCATION,7500,5.79,0,38.00%,N,4,03-07-2023
609,23,49400,RENT,0,EDUCATION,20000,6.54,1,40.00%,N,4,23-02-2025
610,25,20000,MORTGAGE,1,VENTURE,4000,5.79,0,20.00%,N,2,10-09-2025
611,25,50000,RENT,10,DEBTCONSOLIDATION,20000,7.49,1,40.00%,N,3,10-03-2023
612,25,50000,RENT,9,EDUCATION,20000,13.43,1,40.00%,N,2,29-06-2024
613,22,50000,RENT,6,DEBTCONSOLIDATION,20000,13.22,1,40.00%,N,2,22-02-2023
614,22,20000,OWN,1,VENTURE,5000,14.72,0,25.00%,N,3,24-07-2023
615,22,44000,RENT,2,EDUCATION,20000,15.68,1,45.00%,N,4,06-05-2023
616,24,50866,RENT,6,MEDICAL,20000,,1,39.00%,N,3,12-02-2023
617,25,50950,RENT,5,HOMEIMPROVEMENT,20000,11.48,1,39.00%,N,3,21-04-2023
618,24,51000,RENT,8,VENTURE,20000,10.38,1,39.00%,N,3,30-01-2025
619,22,51000,RENT,5,EDUCATION,20000,12.53,1,39.00%,N,3,27-04-2025
620,22,51000,RENT,0,EDUCATION,20000,13.47,1,39.00%,N,2,05-04-2023
621,24,51500,RENT,6,VENTURE,20000,12.21,1,39.00%,N,4,18-06-2025
622,25,51996,RENT,9,VENTURE,20000,10.99,1,38.00%,N,3,26-12-2023
623,25,52000,RENT,1,EDUCATION,20000,11.36,1,38.00%,N,4,18-06-2025
624,22,46000,RENT,2,DEBTCONSOLIDATION,20000,16,1,43.00%,Y,4,08-10-2023
625,26,20000,MORTGAGE,1,PERSONAL,1500,7.74,0,7.00%,N,3,28-10-2024
626,24,52000,RENT,8,EDUCATION,20000,15.65,1,38.00%,Y,2,03-04-2023
627,25,46000,RENT,9,DEBTCONSOLIDATION,20000,11.78,1,43.00%,Y,2,02-11-2024
628,24,52559,RENT,9,HOMEIMPROVEMENT,20000,,1,38.00%,N,3,02-03-2023
629,22,47000,RENT,5,MEDICAL,20000,16.77,1,43.00%,N,3,25-09-2024
630,22,54000,RENT,2,EDUCATION,20000,9.91,1,37.00%,N,4,10-12-2025
631,23,48000,RENT,7,MEDICAL,20000,15.65,1,42.00%,N,4,25-10-2025
632,23,48000,RENT,0,MEDICAL,20000,14.96,1,42.00%,N,3,26-08-2024
633,23,54000,RENT,1,VENTURE,20000,11.83,1,37.00%,N,4,12-11-2024
634,24,48912,RENT,0,MEDICAL,20000,11.66,1,41.00%,N,4,17-06-2024
635,26,54996,RENT,8,EDUCATION,20000,12.18,1,36.00%,N,4,17-04-2025
636,24,55000,RENT,8,HOMEIMPROVEMENT,20000,6.91,1,36.00%,N,2,06-10-2024
637,25,55000,RENT,3,DEBTCONSOLIDATION,20000,6.91,1,36.00%,N,3,21-08-2023
638,26,49000,RENT,0,HOMEIMPROVEMENT,20000,19.79,1,41.00%,N,3,07-06-2024
639,25,55000,RENT,0,VENTURE,20000,9.88,1,36.00%,N,4,12-12-2023
640,22,20000,MORTGAGE,0,PERSONAL,16600,9.76,0,83.00%,N,3,05-12-2025
641,23,55000,RENT,5,DEBTCONSOLIDATION,20000,12.53,1,36.00%,N,2,29-06-2024
642,25,55200,RENT,7,VENTURE,20000,,1,36.00%,N,4,04-03-2025
643,23,20004,MORTGAGE,6,PERSONAL,7125,6.99,0,36.00%,N,2,06-09-2023
644,23,57000,RENT,3,EDUCATION,20000,16.89,1,35.00%,N,2,16-02-2023
645,22,51012,RENT,1,PERSONAL,20000,17.49,1,39.00%,Y,4,02-08-2023
646,23,20004,MORTGAGE,2,EDUCATION,2500,16.82,0,12.00%,Y,2,27-08-2023
647,26,20004,MORTGAGE,4,HOMEIMPROVEMENT,3600,,0,18.00%,N,2,15-12-2025
648,22,58000,RENT,0,DEBTCONSOLIDATION,20000,13.11,1,34.00%,N,2,16-12-2023
649,23,58800,RENT,7,DEBTCONSOLIDATION,20000,7.66,1,34.00%,N,3,17-04-2023
650,26,59000,RENT,10,MEDICAL,20000,6.17,1,34.00%,N,3,10-04-2025
651,26,53000,RENT,1,PERSONAL,20000,16.35,1,38.00%,Y,4,17-02-2023
652,23,60000,RENT,7,MEDICAL,20000,7.9,1,33.00%,N,2,03-12-2023
653,24,54000,RENT,2,VENTURE,20000,16.49,1,37.00%,N,2,15-11-2025
654,21,20245,OWN,5,VENTURE,3550,,0,18.00%,N,4,14-03-2025
655,26,20280,MORTGAGE,5,HOMEIMPROVEMENT,7000,8,0,35.00%,N,2,08-01-2023
656,24,60000,RENT,0,PERSONAL,20000,10.99,1,33.00%,N,2,16-09-2024
657,24,20352,OWN,3,VENTURE,7750,6.91,0,38.00%,N,3,19-12-2024
658,25,54000,RENT,6,PERSONAL,20000,8.88,1,37.00%,N,3,30-10-2023
659,24,60000,RENT,8,VENTURE,20000,,1,33.00%,N,4,30-09-2024
660,23,54000,RENT,6,DEBTCONSOLIDATION,20000,14.84,1,37.00%,Y,3,25-02-2023
661,23,54000,RENT,2,PERSONAL,20000,11.12,1,37.00%,N,2,26-12-2024
662,22,60000,RENT,4,EDUCATION,20000,7.88,1,33.00%,N,3,09-06-2024
663,25,60000,RENT,2,EDUCATION,20000,,1,33.00%,N,2,18-04-2024
664,22,20400,MORTGAGE,6,EDUCATION,6000,15.99,0,29.00%,Y,4,28-01-2023
665,24,20400,MORTGAGE,5,DEBTCONSOLIDATION,5500,10.99,0,27.00%,N,4,19-03-2023
666,25,60000,RENT,9,EDUCATION,20000,,1,33.00%,N,3,31-12-2023
667,25,54000,RENT,1,PERSONAL,20000,15.65,1,37.00%,Y,3,27-10-2024
668,24,54000,RENT,1,PERSONAL,20000,17.04,1,37.00%,Y,3,09-06-2024
669,23,60000,RENT,3,EDUCATION,20000,12.21,1,33.00%,N,2,29-11-2024
670,21,20400,OWN,2,EDUCATION,1275,15.23,0,6.00%,Y,3,01-06-2025
671,25,54000,RENT,1,DEBTCONSOLIDATION,20000,14.11,1,37.00%,N,4,27-10-2025
672,24,60000,RENT,0,PERSONAL,20000,11.14,1,33.00%,N,2,23-10-2025
673,21,20400,OWN,5,MEDICAL,2400,11.49,0,12.00%,N,4,07-07-2025
674,24,60000,RENT,8,PERSONAL,20000,13.87,1,33.00%,N,4,19-01-2025
675,26,60000,RENT,3,HOMEIMPROVEMENT,20000,10.08,1,33.00%,N,4,29-12-2023
676,23,54504,RENT,1,PERSONAL,20000,16.7,1,37.00%,Y,4,16-03-2025
677,24,55000,RENT,2,VENTURE,20000,18.64,1,36.00%,N,2,08-01-2025
678,24,61000,RENT,2,HOMEIMPROVEMENT,20000,12.18,1,33.00%,N,4,04-11-2025
679,22,20400,OWN,0,DEBTCONSOLIDATION,3800,,0,19.00%,Y,3,29-04-2024
680,25,62000,RENT,3,MEDICAL,20000,6.54,1,32.00%,N,3,28-01-2023
681,24,56000,RENT,3,EDUCATION,20000,14.61,1,36.00%,Y,4,14-12-2024
682,21,56000,RENT,4,VENTURE,20000,17.39,1,36.00%,Y,3,28-11-2025
683,24,62400,RENT,8,HOMEIMPROVEMENT,20000,11.12,1,32.00%,N,2,27-03-2023
684,25,62400,RENT,7,VENTURE,20000,11.48,1,32.00%,N,2,06-05-2023
685,25,63000,RENT,3,MEDICAL,20000,12.42,1,32.00%,N,3,22-03-2025
686,26,58000,RENT,0,DEBTCONSOLIDATION,20000,10.25,1,34.00%,N,2,20-06-2024
687,23,65000,RENT,0,MEDICAL,20000,10.65,1,31.00%,N,3,25-05-2023
688,24,20800,OWN,0,PERSONAL,5000,16.29,0,24.00%,Y,3,25-01-2023
689,23,65000,RENT,0,MEDICAL,20000,10.37,1,31.00%,N,2,08-03-2023
690,23,65000,RENT,7,VENTURE,20000,11.49,1,31.00%,N,3,21-08-2023
691,24,20856,OWN,,VENTURE,10000,10.59,0,48.00%,N,4,19-04-2023
692,25,20868,OWN,0,VENTURE,5375,13.49,0,26.00%,Y,2,21-04-2023
693,26,59000,RENT,3,PERSONAL,20000,,1,34.00%,N,4,16-08-2023
694,23,59000,RENT,7,EDUCATION,20000,12.29,1,34.00%,N,4,21-04-2023
695,21,21000,MORTGAGE,5,DEBTCONSOLIDATION,3500,17.27,1,17.00%,Y,2,03-02-2023
696,26,65004,RENT,7,DEBTCONSOLIDATION,20000,11.99,1,31.00%,N,2,14-09-2024
697,25,59004,RENT,1,PERSONAL,20000,14.84,1,34.00%,Y,2,17-01-2025
698,23,59004,RENT,5,DEBTCONSOLIDATION,20000,10.83,1,34.00%,N,2,17-08-2024
699,23,65500,RENT,2,DEBTCONSOLIDATION,20000,13.22,1,31.00%,N,2,29-02-2024
700,22,66996,RENT,3,EDUCATION,20000,12.18,0,30.00%,N,2,04-09-2024
701,23,67000,RENT,0,MEDICAL,20000,11.11,0,30.00%,N,2,22-11-2024
702,24,67000,RENT,5,HOMEIMPROVEMENT,20000,13.48,0,30.00%,Y,2,11-11-2023
703,26,68000,RENT,10,EDUCATION,20000,10.75,0,29.00%,N,4,26-05-2025
704,25,68000,RENT,4,PERSONAL,20000,12.53,0,29.00%,Y,4,23-10-2024
705,24,62400,RENT,4,DEBTCONSOLIDATION,20000,14.84,1,32.00%,N,4,04-10-2023
706,23,69500,RENT,3,VENTURE,20000,17.74,0,29.00%,Y,2,15-09-2024
707,25,70000,RENT,5,HOMEIMPROVEMENT,20000,9.99,0,29.00%,N,2,30-05-2024
708,22,70000,RENT,2,PERSONAL,20000,6.91,0,29.00%,N,4,22-04-2025
709,25,64000,RENT,0,HOMEIMPROVEMENT,20000,,1,31.00%,N,4,16-12-2023
710,25,71004,RENT,9,PERSONAL,20000,14.09,0,28.00%,N,2,02-04-2025
711,22,21000,MORTGAGE,4,DEBTCONSOLIDATION,3000,11.49,0,14.00%,N,3,28-01-2025
712,23,71004,RENT,8,EDUCATION,20000,14.09,0,28.00%,N,3,17-06-2025
713,23,55392,RENT,3,MEDICAL,20000,15.2,1,31.00%,Y,4,31-08-2023
714,24,72000,RENT,5,MEDICAL,20000,11.83,0,28.00%,N,2,26-06-2024
715,24,21000,OTHER,4,PERSONAL,6000,12.21,0,29.00%,N,2,29-11-2025
716,23,66000,RENT,1,VENTURE,20000,14.11,1,30.00%,N,3,17-08-2023
717,22,66000,RENT,3,DEBTCONSOLIDATION,20000,14.42,1,30.00%,N,2,01-07-2024
718,24,72000,RENT,4,HOMEIMPROVEMENT,20000,14.74,0,28.00%,Y,3,08-07-2025
719,24,74000,RENT,0,HOMEIMPROVEMENT,20000,12.69,0,27.00%,N,3,06-01-2023
720,22,21120,MORTGAGE,3,DEBTCONSOLIDATION,1625,16.89,1,8.00%,Y,3,12-04-2024
721,25,75000,RENT,8,DEBTCONSOLIDATION,20000,,0,27.00%,N,4,16-03-2023
722,21,21216,MORTGAGE,5,HOMEIMPROVEMENT,4500,,1,21.00%,Y,2,04-01-2023
723,25,21221,MORTGAGE,4,VENTURE,8500,9.63,0,40.00%,N,4,07-10-2024
724,24,75000,RENT,4,HOMEIMPROVEMENT,20000,8.88,0,27.00%,N,3,28-04-2023
725,26,75000,RENT,5,MEDICAL,20000,6.91,0,27.00%,N,4,30-05-2025
726,26,75000,RENT,3,EDUCATION,20000,,0,27.00%,N,3,18-05-2024
727,25,75000,RENT,0,PERSONAL,20000,10.38,0,27.00%,N,3,04-08-2025
728,22,69000,RENT,6,DEBTCONSOLIDATION,20000,10.99,1,29.00%,N,4,27-07-2024
729,22,75000,RENT,2,VENTURE,20000,,0,27.00%,N,2,13-07-2023
730,21,21600,MORTGAGE,6,PERSONAL,7575,,0,35.00%,N,3,26-04-2025
731,26,21600,OWN,5,EDUCATION,5200,12.42,0,24.00%,N,3,15-12-2024
732,24,69000,RENT,0,HOMEIMPROVEMENT,20000,14.82,1,29.00%,N,4,15-11-2025
733,23,75600,RENT,3,PERSONAL,20000,16.32,0,26.00%,Y,3,22-06-2023
734,23,59497,RENT,0,MEDICAL,20000,16,1,29.00%,N,3,22-11-2023
735,23,76000,RENT,7,MEDICAL,20000,10.37,0,26.00%,N,3,15-04-2025
736,26,70000,RENT,7,DEBTCONSOLIDATION,20000,13.16,1,29.00%,N,3,24-12-2024
737,24,70000,RENT,8,VENTURE,20000,14.88,1,29.00%,N,4,13-08-2023
738,22,77004,RENT,6,DEBTCONSOLIDATION,20000,13.98,0,26.00%,N,4,15-06-2024
739,26,71004,RENT,0,HOMEIMPROVEMENT,20000,13.36,1,28.00%,Y,2,23-04-2023
740,21,21600,OWN,,VENTURE,7125,6.99,0,33.00%,N,3,20-05-2023
741,22,21600,MORTGAGE,,EDUCATION,4025,5.42,0,19.00%,N,4,12-07-2024
742,24,21600,MORTGAGE,8,MEDICAL,8000,5.42,0,37.00%,N,2,01-01-2023
743,26,78000,RENT,8,HOMEIMPROVEMENT,20000,13.85,0,26.00%,Y,4,31-03-2023
744,22,21600,MORTGAGE,,PERSONAL,4000,12.99,0,19.00%,N,2,15-10-2024
745,26,21600,OWN,,MEDICAL,4200,9.99,0,19.00%,N,3,16-11-2023
746,22,21600,MORTGAGE,6,VENTURE,1400,,0,6.00%,N,2,19-05-2023
747,123,78000,RENT,7,VENTURE,20000,,0,26.00%,N,4,24-04-2025
748,23,61200,RENT,4,MEDICAL,20000,11.14,1,28.00%,N,2,16-09-2023
749,21,21600,MORTGAGE,2,DEBTCONSOLIDATION,3800,5.99,0,18.00%,N,2,20-06-2025
750,24,72000,RENT,6,DEBTCONSOLIDATION,20000,,1,28.00%,Y,4,20-11-2024
751,23,78000,RENT,3,VENTURE,20000,11.58,0,26.00%,N,3,10-01-2023
752,23,78500,RENT,7,MEDICAL,20000,13.85,0,25.00%,Y,4,18-09-2023
753,23,79000,RENT,5,EDUCATION,20000,16.89,0,25.00%,Y,4,21-06-2023
754,23,80000,RENT,4,MEDICAL,20000,7.9,0,25.00%,N,4,16-06-2025
755,23,21600,OWN,2,VENTURE,6000,12.68,0,28.00%,N,4,13-01-2023
756,22,62900,RENT,6,MEDICAL,20000,14.91,1,27.00%,N,4,17-11-2023
757,24,80000,RENT,3,VENTURE,20000,13.06,0,25.00%,N,4,25-11-2023
758,25,80000,RENT,7,EDUCATION,20000,8.88,0,25.00%,N,4,23-02-2025
759,23,21600,MORTGAGE,7,EDUCATION,2000,6.17,0,9.00%,N,4,15-02-2025
760,22,80000,RENT,3,EDUCATION,20000,13.98,0,25.00%,Y,4,29-06-2025
761,22,21600,OWN,3,VENTURE,8500,6.54,0,39.00%,N,4,14-11-2023
762,26,62900,RENT,2,MEDICAL,20000,13.85,1,27.00%,N,3,24-08-2023
763,26,21600,MORTGAGE,0,HOMEIMPROVEMENT,1000,10.36,0,5.00%,N,3,30-11-2023
764,25,74004,RENT,2,PERSONAL,20000,15.95,1,27.00%,Y,4,11-01-2024
765,25,80004,RENT,9,HOMEIMPROVEMENT,20000,14.26,0,25.00%,Y,4,10-08-2024
766,23,80700,RENT,7,MEDICAL,20000,11.71,0,25.00%,N,2,27-05-2024
767,22,81000,RENT,3,DEBTCONSOLIDATION,20000,13.49,0,25.00%,N,4,06-07-2025
768,24,21600,MORTGAGE,0,DEBTCONSOLIDATION,2000,14.84,1,9.00%,N,2,22-05-2025
769,22,82000,RENT,6,EDUCATION,20000,,0,24.00%,Y,2,27-09-2023
770,23,76042,RENT,6,HOMEIMPROVEMENT,20000,15.05,1,26.00%,Y,4,08-03-2025
771,22,76654,RENT,2,EDUCATION,20000,13.79,1,26.00%,Y,4,25-12-2024
772,24,83500,RENT,1,EDUCATION,20000,13.48,0,24.00%,N,3,05-01-2023
773,26,21600,OWN,,VENTURE,3000,6.76,0,14.00%,N,2,30-04-2025
774,23,84000,RENT,7,PERSONAL,20000,11.11,0,24.00%,N,4,19-03-2023
775,25,84000,RENT,9,EDUCATION,20000,13.92,0,24.00%,N,2,27-07-2024
776,23,21600,OWN,0,EDUCATION,4400,12.53,0,20.00%,N,2,12-05-2023
777,21,21600,MORTGAGE,2,DEBTCONSOLIDATION,10000,11.14,0,46.00%,N,2,23-08-2024
778,24,78996,RENT,2,HOMEIMPROVEMENT,20000,14.11,1,25.00%,N,2,01-12-2025
779,23,85000,RENT,0,MEDICAL,20000,7.49,0,24.00%,N,2,30-03-2023
780,25,85000,RENT,3,DEBTCONSOLIDATION,20000,10.25,0,24.00%,N,3,06-02-2024
781,26,73000,RENT,3,PERSONAL,20000,12.53,1,27.00%,N,2,23-10-2023
782,21,21816,MORTGAGE,2,PERSONAL,1500,11.86,0,7.00%,N,3,07-09-2024
783,23,21840,OWN,1,VENTURE,9000,7.88,0,41.00%,N,3,10-03-2025
784,25,85000,RENT,4,HOMEIMPROVEMENT,20000,,0,24.00%,N,2,26-02-2024
785,24,21948,MORTGAGE,2,VENTURE,4000,,0,18.00%,N,2,12-11-2025
786,22,87000,RENT,5,DEBTCONSOLIDATION,20000,13.85,0,23.00%,N,4,28-07-2024
787,23,21996,OWN,4,PERSONAL,6000,13.23,0,27.00%,N,4,23-05-2023
788,22,90000,RENT,5,PERSONAL,20000,,0,22.00%,N,4,19-09-2025
789,23,78000,RENT,0,HOMEIMPROVEMENT,20000,18.25,1,26.00%,Y,2,26-10-2024
790,24,90000,RENT,9,DEBTCONSOLIDATION,20000,6.54,0,22.00%,N,3,25-05-2023
791,23,90000,RENT,2,MEDICAL,20000,11.49,0,22.00%,N,4,03-10-2025
792,26,90000,RENT,10,MEDICAL,20000,11.49,0,22.00%,N,3,17-05-2024
793,22,22000,MORTGAGE,6,EDUCATION,7000,11.71,0,32.00%,N,2,31-03-2025
794,23,90000,RENT,0,DEBTCONSOLIDATION,20000,13.57,0,22.00%,N,4,14-04-2023
795,25,91229,RENT,2,EDUCATION,20000,14.35,0,22.00%,N,3,28-11-2025
796,26,22000,MORTGAGE,3,DEBTCONSOLIDATION,3825,10.65,0,17.00%,N,4,17-07-2023
797,22,92000,RENT,6,VENTURE,20000,15.65,0,22.00%,Y,2,01-08-2024
798,22,22000,MORTGAGE,3,VENTURE,6500,,0,30.00%,N,4,26-01-2024
799,25,22000,MORTGAGE,9,EDUCATION,5875,6.62,1,27.00%,N,2,07-07-2024
800,25,92407,RENT,9,MEDICAL,20000,9.25,0,22.00%,N,2,04-11-2025
801,22,22000,MORTGAGE,0,MEDICAL,2400,11.71,0,11.00%,N,3,22-04-2024
802,24,22000,MORTGAGE,8,PERSONAL,8000,5.42,0,36.00%,N,4,11-07-2025
803,26,93492,RENT,0,DEBTCONSOLIDATION,20000,9.45,0,21.00%,N,4,24-02-2024
804,23,22000,MORTGAGE,5,DEBTCONSOLIDATION,1550,7.49,1,7.00%,N,2,06-06-2023
805,22,94500,RENT,2,PERSONAL,20000,,0,21.00%,N,2,03-07-2024
806,23,83000,RENT,7,DEBTCONSOLIDATION,20000,,1,24.00%,N,2,17-10-2025
807,23,95000,RENT,2,EDUCATION,20000,10.99,0,21.00%,N,2,23-09-2025
808,24,95000,RENT,4,HOMEIMPROVEMENT,20000,,0,21.00%,Y,3,08-08-2025
809,21,22000,OWN,5,VENTURE,7350,7.66,0,33.00%,N,2,16-10-2023
810,23,96000,RENT,1,MEDICAL,20000,13.04,0,21.00%,N,3,15-07-2023
811,22,22000,MORTGAGE,6,PERSONAL,7200,7.14,0,33.00%,N,2,20-08-2024
812,22,85200,RENT,6,VENTURE,20000,15.65,1,23.00%,Y,4,31-05-2024
813,22,98000,RENT,2,EDUCATION,20000,11.83,0,20.00%,N,4,14-05-2025
814,24,22000,OWN,1,DEBTCONSOLIDATION,3000,16,0,14.00%,Y,2,16-03-2025
815,23,99000,RENT,7,EDUCATION,20000,15.28,0,20.00%,N,4,25-03-2025
816,21,22000,OWN,2,DEBTCONSOLIDATION,4000,15.05,0,18.00%,N,4,16-08-2023
817,22,22000,OWN,1,DEBTCONSOLIDATION,8500,15.05,0,39.00%,N,4,04-08-2023
818,24,99996,RENT,0,HOMEIMPROVEMENT,20000,14.22,0,20.00%,Y,3,05-08-2025
819,25,87996,RENT,0,HOMEIMPROVEMENT,20000,16.35,1,23.00%,N,3,15-01-2023
820,26,22000,OWN,6,VENTURE,7500,10.96,0,34.00%,N,2,16-02-2023
821,25,100000,RENT,9,HOMEIMPROVEMENT,20000,13.06,0,20.00%,N,2,20-11-2023
822,25,100000,RENT,9,HOMEIMPROVEMENT,20000,13.06,0,20.00%,Y,2,23-04-2025
823,25,22000,OWN,0,VENTURE,7500,,0,34.00%,Y,3,10-05-2023
824,23,22080,MORTGAGE,3,EDUCATION,6700,,0,30.00%,N,4,05-04-2023
825,22,74800,RENT,3,MEDICAL,20000,14.96,1,23.00%,Y,4,18-09-2024
826,23,74800,RENT,1,MEDICAL,20000,17.04,1,23.00%,Y,2,24-01-2025
827,22,100000,RENT,0,PERSONAL,20000,12.21,0,20.00%,N,3,04-03-2025
828,25,22260,MORTGAGE,9,PERSONAL,6400,7.88,0,29.00%,N,4,10-03-2023
829,26,22296,OWN,,PERSONAL,5400,5.42,0,24.00%,N,3,11-01-2023
830,26,104000,RENT,0,DEBTCONSOLIDATION,20000,10.74,0,19.00%,N,2,21-05-2025
831,23,93000,RENT,6,PERSONAL,20000,13.22,1,22.00%,N,3,03-07-2024
832,23,95000,RENT,0,DEBTCONSOLIDATION,20000,14.59,1,21.00%,Y,2,12-12-2024
833,25,108000,RENT,0,HOMEIMPROVEMENT,20000,,0,19.00%,N,4,23-01-2023
834,25,96901,RENT,3,PERSONAL,20000,,1,21.00%,N,3,25-03-2025
835,23,110000,RENT,3,EDUCATION,20000,12.42,0,18.00%,N,3,12-12-2023
836,22,110000,RENT,7,EDUCATION,20000,14.17,0,18.00%,N,3,29-10-2023
837,22,110000,RENT,6,DEBTCONSOLIDATION,20000,13.72,0,18.00%,N,3,29-12-2023
838,24,110000,RENT,1,PERSONAL,20000,10.38,0,18.00%,N,4,31-01-2024
839,23,110000,RENT,2,VENTURE,20000,,0,18.00%,N,2,06-08-2023
840,22,22800,MORTGAGE,5,PERSONAL,2000,7.51,0,9.00%,N,3,21-05-2023
841,22,22800,MORTGAGE,0,HOMEIMPROVEMENT,7125,11.71,1,31.00%,N,3,15-08-2025
842,23,22800,MORTGAGE,2,PERSONAL,3000,8.9,1,13.00%,N,2,11-09-2025
843,25,85000,RENT,7,MEDICAL,20000,17.39,1,20.00%,N,2,19-09-2025
844,23,22800,MORTGAGE,3,PERSONAL,4800,5.79,0,21.00%,N,2,07-04-2025
845,22,22800,MORTGAGE,,PERSONAL,8300,12.61,1,36.00%,Y,2,13-11-2024
846,23,120000,RENT,4,MEDICAL,20000,10.37,0,17.00%,N,4,30-09-2025
847,24,22800,OWN,3,HOMEIMPROVEMENT,4750,11.36,0,21.00%,N,3,22-12-2023
848,24,121000,RENT,8,VENTURE,20000,8.9,0,17.00%,N,3,04-10-2025
849,23,125000,RENT,7,VENTURE,20000,11.11,0,16.00%,N,4,06-06-2025
850,22,22800,MORTGAGE,0,EDUCATION,3000,8.94,0,13.00%,N,2,07-05-2023
851,25,130000,RENT,0,PERSONAL,20000,15.27,0,15.00%,N,2,05-10-2025
852,26,130000,RENT,10,DEBTCONSOLIDATION,20000,13.11,0,15.00%,Y,4,26-08-2024
853,23,22884,MORTGAGE,4,EDUCATION,6000,16,0,26.00%,N,2,10-10-2025
854,24,133000,RENT,3,EDUCATION,20000,12.36,0,15.00%,Y,2,20-02-2023
855,22,23000,MORTGAGE,5,DEBTCONSOLIDATION,10625,7.51,0,46.00%,N,4,18-11-2025
856,21,23000,MORTGAGE,2,MEDICAL,7000,8.9,0,30.00%,N,3,17-02-2025
857,25,140000,RENT,9,EDUCATION,20000,6.54,0,14.00%,N,4,24-03-2025
858,24,138000,RENT,2,VENTURE,20000,15.99,1,14.00%,Y,3,24-02-2024
859,23,23000,MORTGAGE,7,HOMEIMPROVEMENT,3600,17.27,1,16.00%,Y,3,09-09-2025
860,26,148000,RENT,1,DEBTCONSOLIDATION,20000,17.99,1,14.00%,N,3,04-04-2025
861,22,160000,RENT,6,PERSONAL,20000,7.49,0,13.00%,N,4,21-10-2025
862,22,23000,MORTGAGE,2,DEBTCONSOLIDATION,4800,10,0,21.00%,N,4,20-07-2024
863,26,160000,RENT,3,HOMEIMPROVEMENT,20000,9.99,0,13.00%,N,3,06-01-2024
864,26,168000,RENT,1,VENTURE,20000,11.36,0,12.00%,N,4,24-07-2025
865,26,172500,RENT,3,HOMEIMPROVEMENT,20000,11.83,0,12.00%,N,2,22-10-2024
866,21,23000,MORTGAGE,6,DEBTCONSOLIDATION,3000,13.35,0,13.00%,N,3,26-08-2025
867,25,175000,RENT,3,DEBTCONSOLIDATION,20000,14.72,0,11.00%,Y,2,21-07-2023
868,25,23000,MORTGAGE,,HOMEIMPROVEMENT,4400,6.76,0,19.00%,N,2,09-11-2023
869,25,58000,RENT,9,MEDICAL,19900,11.83,1,34.00%,N,4,27-04-2023
870,26,116000,RENT,10,MEDICAL,19800,11.48,0,17.00%,N,4,25-07-2025
871,26,19500,RENT,0,MEDICAL,500,11.41,0,3.00%,N,2,28-07-2024
872,25,23000,MORTGAGE,4,PERSONAL,10000,,1,43.00%,Y,2,01-09-2023
873,21,19000,RENT,0,EDUCATION,700,12.29,0,4.00%,N,2,20-06-2024
874,22,23000,MORTGAGE,4,EDUCATION,7000,14.96,0,30.00%,Y,3,16-03-2023
875,25,19000,RENT,0,DEBTCONSOLIDATION,750,12.29,0,4.00%,Y,4,21-01-2024
876,23,10000,RENT,,PERSONAL,1000,10.37,1,10.00%,N,2,19-04-2024
877,22,10000,RENT,0,HOMEIMPROVEMENT,1000,14.74,1,10.00%,N,4,22-02-2024
